DATE,cpi,production,gvnbond10y,intrate,3mlibor,unemployment
2017-07-01,103.11074733036,102.4214,2.32,,1.30072,4.3
2017-08-01,103.493420303185,102.1998,2.21,,1.31056,4.4
2017-09-01,103.966382158242,102.0254,2.2,,1.31611,4.2
2017-10-01,104.037685060565,103.3783,2.36,,1.33556,4.1
2017-11-01,104.352008505719,103.7057,2.35,,1.38483,4.2
2017-12-01,104.592075673897,103.7131,2.4,,1.49463,4.1
2018-01-01,105.00681385723401,103.164,2.58,,1.69693,4.1
2018-02-01,105.211440529582,104.6624,2.86,,1.78698,4.1
2018-03-01,105.26586700531999,104.5319,2.84,,2.02457,4.0
2018-04-01,105.45910208972299,105.1519,2.87,,2.32084,3.9
2018-05-01,105.750220448322,104.1885,2.98,,2.35375,3.8
2018-06-01,105.956112852665,105.044,2.91,,2.31781,4.0
2018-07-01,106.15145749039101,105.4636,2.89,,2.3425,3.9
2018-08-01,106.270436297818,106.0354,2.89,,2.34825,3.8
2018-09-01,106.325706594886,106.2563,3.0,,2.31563,3.7
2018-10-01,106.65648455596,106.099,3.15,,2.39813,3.8
2018-11-01,106.642139593362,106.4421,3.12,,2.5815,3.7
2018-12-01,106.626528898771,107.3748,2.83,,2.75125,3.9
2019-01-01,106.605433365539,106.4128,2.71,,2.79388,4.0
2019-02-01,,,,,2.73263,
2019-03-01,,,,,2.5985,
