DATE,gvnbond10y,cpi,3mlibor,production,intrate,unemployment
2009-11-01,1.253,96.7,0.32438,97.34636688890541,0.3,5.2
2009-12-01,1.272,96.5,0.29375,98.1635452048668,0.3,5.2
2010-01-01,1.308,96.6,0.27125,100.717227442246,0.3,5.0
2010-02-01,1.295,96.6,0.25375,101.023669310732,0.3,5.0
2010-03-01,1.361,96.8,0.25313,101.227963889722,0.3,5.1
2010-04-01,1.286,96.9,0.24125,102.45373136366399,0.3,5.1
2010-05-01,1.2570000000000001,96.8,0.24,102.14728949517901,0.3,5.1
2010-06-01,1.08,96.6,0.2425,101.330111179217,0.3,5.2
2010-07-01,1.075,96.1,0.24438,102.45373136366399,0.3,5.0
2010-08-01,1.023,96.2,0.24,102.86232052164499,0.3,5.1
2010-09-01,0.898,96.4,0.2325,104.496677153568,0.3,5.1
2010-10-01,0.903,96.7,0.215,101.53440575820801,0.3,5.1
2010-11-01,1.161,96.4,0.1975,103.168762390131,0.3,5.0
2010-12-01,1.133,96.2,0.18375,103.781646127102,0.3,4.9
2011-01-01,1.213,96.1,0.18688,104.190235285082,0.3,4.8
2011-02-01,1.2409999999999999,96.1,0.18875,104.905266311549,0.3,4.7
2011-03-01,1.214,96.3,0.19125,87.64237438686341,0.3,4.7
2011-04-01,1.215,96.5,0.2,89.48102559777658,0.3,4.7
2011-05-01,1.1179999999999999,96.4,0.19563,95.60986296748742,0.3,4.6
2011-06-01,1.084,96.3,0.19531,99.59360725779942,0.3,4.7
2011-07-01,1.075,96.3,0.19531,100.81937473174101,0.3,4.7
2011-08-01,1.023,96.4,0.19531,102.55587865316,0.3,4.5
2011-09-01,0.975,96.4,0.19313,101.73870033719801,0.3,4.2
2011-10-01,1.038,96.5,0.19413,103.475204258616,0.3,4.4
2011-11-01,1.062,95.9,0.19475,101.125816600227,0.3,4.5
2011-12-01,0.971,96.0,0.1975,103.270909679626,0.3,4.5
2012-01-01,0.9590000000000001,96.2,0.19571,103.781646127102,0.3,4.5
2012-02-01,0.9620000000000001,96.4,0.19571,103.475204258616,0.3,4.5
2012-03-01,0.966,96.8,0.19571,103.270909679626,0.3,4.5
2012-04-01,0.914,96.9,0.19571,102.76017323215,0.3,4.5
2012-05-01,0.846,96.6,0.19571,100.921522021237,0.3,4.4
2012-06-01,0.789,96.1,0.19571,100.20649099477,0.3,4.3
2012-07-01,0.78,95.8,0.19571,99.59360725779942,0.3,4.3
2012-08-01,0.8,96.0,0.19571,98.1635452048668,0.3,4.2
2012-09-01,0.757,96.1,0.19443,96.0184521254681,0.3,4.2
2012-10-01,0.76,96.1,0.19157,96.3248939939536,0.3,4.1
2012-11-01,0.713,95.8,0.18857,95.405568388497,0.3,4.1
2012-12-01,0.7809999999999999,95.8,0.18429,96.63133586243919,0.3,4.3
2013-01-01,0.775,95.9,0.17429,94.7921006582785,0.3,4.2
2013-02-01,0.669,95.7,0.16714,96.3919673360553,0.3,4.3
2013-03-01,0.49200000000000005,95.9,0.16143,97.691859011749,0.3,4.1
2013-04-01,0.589,96.2,0.16143,97.691859011749,0.3,4.1
2013-05-01,0.879,96.3,0.15571,99.19173402216481,0.3,4.1
2013-06-01,0.8220000000000001,96.3,0.15429,98.19181734855431,0.3,3.9
2013-07-01,0.79,96.5,0.15643,99.69169235897009,0.3,3.8
2013-08-01,0.708,96.8,0.15571,99.8916756936922,0.3,4.1
2013-09-01,0.669,97.1,0.15357,100.991584034664,0.3,3.9
2013-10-01,0.59,97.2,0.15286,101.091575702025,0.3,4.0
2013-11-01,0.605,97.3,0.14286,101.791517373552,0.3,3.9
2013-12-01,0.688,97.4,0.145,101.891509040913,0.3,3.7
2014-01-01,0.614,97.2,0.14786,103.791350720773,0.3,3.7
2014-02-01,0.586,97.2,0.14071,102.691442379802,0.3,3.6
2014-03-01,0.605,97.5,0.13857,104.191317390217,0.3,3.7
2014-04-01,0.61,99.5,0.13643,99.49170902424801,0.3,3.6
2014-05-01,0.5660000000000001,99.9,0.135,101.791517373552,0.3,3.6
2014-06-01,0.536,99.8,0.135,100.291642363136,0.3,3.7
2014-07-01,0.527,99.9,0.13286,100.091659028414,0.3,3.7
2014-08-01,0.488,100.0,0.13,99.3917173568869,0.3,3.5
2014-09-01,0.49700000000000005,100.3,0.12786,100.59161736521999,0.3,3.5
2014-10-01,0.465,100.0,0.11643,100.391634030497,0.3,3.6
2014-11-01,0.42,99.6,0.11071,100.391634030497,0.3,3.4
2014-12-01,0.33,99.7,0.10643,99.8916756936922,0.3,3.4
2015-01-01,0.275,99.6,0.11214,102.891425714524,0.3,3.5
2015-02-01,0.33,99.4,0.10429,99.7916840263311,0.3,3.5
2015-03-01,0.4,99.7,0.09571,99.2917256895259,0.3,3.4
2015-04-01,0.34,100.2,0.10071,99.49170902424801,0.3,3.4
2015-05-01,0.39,100.4,0.09643,99.49170902424801,0.3,3.3
2015-06-01,0.455,100.2,0.09643,100.391634030497,0.3,3.4
2015-07-01,0.41,100.1,0.10071,100.391634030497,0.3,3.4
2015-08-01,0.38,100.2,0.095,98.5917840179985,0.3,3.4
2015-09-01,0.35,100.3,0.08929,100.491625697859,0.3,3.4
2015-10-01,0.3,100.2,0.08357,100.691609032581,0.3,3.2
2015-11-01,0.3,99.9,0.08143,99.8916756936922,0.3,3.3
2015-12-01,0.27,99.8,0.07286,98.4917923506374,0.3,3.3
2016-01-01,0.095,99.5,0.08286,100.091659028414,0.3,3.2
2016-02-01,-0.065,99.6,0.03986,99.19173402216481,0.3,3.3
2016-03-01,-0.05,99.7,-0.00571,99.69169235897009,0.3,3.2
2016-04-01,-0.085,99.9,-0.00443,99.2917256895259,0.3,3.2
2016-05-01,-0.12,100.0,-0.02257,98.4917923506374,0.3,3.1
2016-06-01,-0.23,99.9,-0.03029,99.19173402216481,0.3,3.1
2016-07-01,-0.195,99.6,-0.02386,99.7916840263311,0.3,3.0
2016-08-01,-0.07,99.7,-0.01521,100.491625697859,0.3,3.1
2016-09-01,-0.085,99.8,-0.0315,100.791600699942,0.3,3.0
2016-10-01,-0.05,100.4,-0.02414,101.091575702025,0.3,3.0
2016-11-01,0.02,100.4,-0.01443,101.991500708274,0.3,3.1
2016-12-01,0.04,100.1,-0.05914,101.991500708274,0.3,3.1
2017-01-01,0.085,100.0,-0.02943,100.891592367303,0.3,3.0
2017-02-01,0.05,99.8,-0.00243,101.59153403883002,0.3,2.9
2017-03-01,0.065,99.9,-0.01543,101.491542371469,0.3,2.8
2017-04-01,0.015,100.3,0.02164,104.09132572285601,0.3,2.8
2017-05-01,0.04,100.4,-0.00043,102.291475710357,,3.0
2017-06-01,0.075,100.2,-0.01179,103.29139238396799,,2.8
2017-07-01,0.075,100.1,0.00057,102.49145904508,,2.8
2017-08-01,0.01,100.3,-0.01421,103.99133405549499,,2.8
2017-09-01,0.06,100.5,-0.02921,102.891425714524,,2.8
2017-10-01,0.065,100.6,-0.05086,103.29139238396799,,2.8
2017-11-01,0.035,100.9,-0.04443,104.191317390217,,2.7
2017-12-01,0.045,101.2,-0.0285,105.79118406799401,,2.7
2018-01-01,0.08,101.3,-0.02483,100.791600699942,,2.4
2018-02-01,0.045,101.3,-0.0445,103.49137571869,,2.5
2018-03-01,0.045,101.0,-0.0585,105.69119240063299,,2.5
2018-04-01,0.05,100.9,-0.038,105.39121739855,,2.5
2018-05-01,0.03,101.0,-0.032,104.79126739438401,,2.2
2018-06-01,0.03,100.9,-0.02567,103.391384051329,,2.4
2018-07-01,0.06,101.0,-0.0435,102.891425714524,,2.5
2018-08-01,0.11,101.6,-0.03283,103.29139238396799,,2.4
2018-09-01,0.125,101.7,-0.03567,102.891425714524,,2.3
2018-10-01,0.13,102.0,-0.05317,105.89117573535499,,2.4
2018-11-01,0.085,101.8,-0.08883,104.79126739438401,,2.5
2018-12-01,-0.01,101.5,-0.11467,104.691275727023,,2.4
2019-01-01,0.0,101.5,-0.074,,,
2019-02-01,,,-0.082,,,
2019-03-01,,,-0.07333,,,
