DATE,production,cpi,3mlibor,gvnbond10y,intrate,unemployment
2016-03-01,100.5,100.11,-0.22286,0.9314,0.25,10.2
2016-04-01,101.8,100.15,-0.24971,0.9626,0.25,10.2
2016-05-01,100.4,100.51,-0.27386,0.9719,0.25,10.2
2016-06-01,101.5,100.68,-0.28114,0.8793,0.25,10.1
2016-07-01,101.1,100.12,-0.29514,0.6213,0.25,10.0
2016-08-01,101.5,100.21,-0.30286,0.6133,0.25,9.9
2016-09-01,101.6,100.6,-0.32686,0.7354,0.25,9.9
2016-10-01,102.7,100.85,-0.322,0.7753,0.25,9.8
2016-11-01,103.2,100.76,-0.32214,1.2343,0.25,9.8
2016-12-01,102.4,101.31,-0.33357,1.2882,0.25,9.6
2017-01-01,102.0,100.46,-0.33571,1.3139,0.25,9.6
2017-02-01,103.3,100.84,-0.34357,1.4452,0.25,9.4
2017-03-01,103.7,101.65,-0.35643,1.4599,0.25,9.4
2017-04-01,103.9,102.04,-0.36071,1.2643,0.25,9.2
2017-05-01,104.4,101.92,-0.36214,1.1762,0.25,9.2
2017-06-01,103.7,101.95,-0.37,1.0719,,9.1
2017-07-01,105.3,101.44,-0.372,1.2079,,9.1
2017-08-01,106.1,101.71,-0.37729,1.0443,,9.0
2017-09-01,106.1,102.14,-0.37329,1.115,,8.9
2017-10-01,105.8,102.24,-0.38086,1.1493,,8.8
2017-11-01,108.6,102.31,-0.37757,0.9476,,8.7
2017-12-01,107.8,102.68,-0.38343,0.88,,8.6
2018-01-01,108.0,101.78,-0.38471,1.0339,,8.6
2018-02-01,105.9,101.98,-0.37843,1.2731,,8.5
2018-03-01,106.2,103.01,-0.37929,1.1717,,8.5
2018-04-01,106.4,103.32,-0.36429,1.1286,,8.4
2018-05-01,107.8,103.83,-0.35571,1.2359,,8.2
2018-06-01,107.0,103.95,-0.35057,1.2872,,8.2
2018-07-01,106.1,103.61,-0.35686,1.1987,,8.1
2018-08-01,107.4,103.77,-0.359,1.3674,,8.0
2018-09-01,107.0,104.25,-0.35271,1.3218,,8.0
2018-10-01,107.2,104.49,-0.35543,1.5603,,8.0
2018-11-01,105.4,104.3,-0.35186,1.4073,,7.9
2018-12-01,,104.29,-0.35486,1.213,,7.9
2019-01-01,,,-0.34557,1.2065,,
2019-02-01,,,-0.34186,,,
2019-03-01,,,-0.34071,,,
