Date,P,D,E,CPI,Fraction,Rate GS10,RealPrice,Dividend,RealEarnings,CAPE
1971.1,97.29,3.08,5.52,40.90,1971.79,5.93,599.61,19.00,34.02,16.43
1971.11,92.78,3.08,5.61,40.90,1971.87,5.81,571.81,18.96,34.58,15.64
1971.12,99.17,3.07,5.70,41.10,1971.96,5.93,608.22,18.83,34.96,16.60
1972.01,103.30,3.07,5.74,41.10,1972.04,5.95,633.55,18.83,35.18,17.26
1972.02,105.20,3.07,5.77,41.30,1972.12,6.08,642.08,18.74,35.24,17.46
1972.03,107.70,3.07,5.81,41.40,1972.21,6.07,655.75,18.69,35.38,17.81
1972.04,108.80,3.07,5.86,41.50,1972.29,6.19,660.85,18.65,35.61,17.92
1972.05,107.70,3.07,5.92,41.60,1972.37,6.13,652.60,18.60,35.85,17.66
1972.06,108.00,3.07,5.97,41.70,1972.46,6.11,652.85,18.56,36.09,17.64
1972.07,107.20,3.07,6.03,41.90,1972.54,6.11,644.92,18.49,36.26,17.40
1972.08,111.00,3.08,6.08,42.00,1972.62,6.21,666.19,18.47,36.51,17.94
1972.09,109.40,3.08,6.14,42.10,1972.71,6.55,655.03,18.44,36.76,17.61
1972.1,109.60,3.10,6.23,42.30,1972.79,6.48,653.12,18.49,37.15,17.53
1972.11,115.10,3.13,6.33,42.40,1972.87,6.28,684.28,18.59,37.61,18.34
1972.12,117.50,3.15,6.42,42.50,1972.96,6.36,696.90,18.68,38.08,18.65
1973.01,118.40,3.16,6.55,42.60,1973.04,6.46,700.59,18.68,38.74,18.71
1973.02,114.20,3.16,6.67,42.90,1973.12,6.64,671.01,18.59,39.21,17.89
1973.03,112.40,3.17,6.80,43.30,1973.21,6.71,654.34,18.45,39.59,17.41
1973.04,110.30,3.19,6.94,43.60,1973.29,6.67,637.69,18.42,40.14,16.94
1973.05,107.20,3.20,7.09,43.90,1973.37,6.85,615.54,18.39,40.69,16.31
1973.06,104.80,3.22,7.23,44.20,1973.46,6.90,597.67,18.36,41.23,15.81
1973.07,105.80,3.24,7.38,44.30,1973.54,7.13,602.01,18.42,42.01,15.89
1973.08,103.80,3.25,7.54,45.10,1973.62,7.40,580.16,18.18,42.12,15.28
1973.09,105.60,3.27,7.69,45.20,1973.71,7.09,588.91,18.24,42.89,15.48
1973.1,109.80,3.31,7.85,45.60,1973.79,6.79,606.96,18.28,43.38,15.91
1973.11,102.00,3.34,8.00,45.90,1973.87,6.73,560.16,18.36,43.95,14.65
1973.12,94.78,3.38,8.16,46.20,1973.96,6.74,517.13,18.44,44.52,13.49
1974.01,96.11,3.40,8.23,46.60,1974.04,6.99,519.88,18.39,44.50,13.53
1974.02,93.45,3.42,8.29,47.20,1974.12,6.96,499.07,18.26,44.29,12.96
1974.03,97.44,3.44,8.36,47.80,1974.21,7.21,513.85,18.14,44.09,13.31
1974.04,92.46,3.46,8.49,48.00,1974.29,7.51,485.55,18.17,44.57,12.55
1974.05,89.67,3.48,8.61,48.60,1974.37,7.58,465.09,18.05,44.67,12.00
1974.06,89.79,3.50,8.74,49.00,1974.46,7.54,461.91,18.01,44.96,11.89
1974.07,79.31,3.53,8.86,49.40,1974.54,7.81,404.69,18.01,45.23,10.39
1974.08,76.03,3.56,8.99,50.00,1974.62,8.04,383.30,17.95,45.31,9.82
1974.09,68.12,3.59,9.11,50.60,1974.71,8.04,339.35,17.88,45.38,8.68
1974.1,69.44,3.59,9.04,51.10,1974.79,7.90,342.54,17.73,44.58,8.74
1974.11,71.74,3.60,8.96,51.50,1974.87,7.68,351.14,17.60,43.87,8.95
1974.12,67.07,3.60,8.89,51.90,1974.96,7.43,325.75,17.48,43.18,8.29
1975.01,72.56,3.62,8.74,52.10,1975.04,7.50,351.06,17.53,42.30,8.92
1975.02,80.10,3.65,8.60,52.50,1975.12,7.39,384.59,17.51,41.28,9.76
1975.03,83.78,3.67,8.45,52.70,1975.21,7.73,400.73,17.55,40.42,10.16
1975.04,84.72,3.68,8.29,52.90,1975.29,8.23,403.70,17.55,39.49,10.23
1975.05,90.10,3.70,8.12,53.20,1975.37,8.06,426.91,17.52,38.49,10.82
1975.06,92.40,3.71,7.96,53.60,1975.46,7.86,434.54,17.45,37.43,11.01
1975.07,92.49,3.71,7.89,54.20,1975.54,8.06,430.15,17.25,36.71,10.90
1975.08,85.71,3.71,7.83,54.30,1975.62,8.40,397.88,17.22,36.33,10.09
1975.09,84.67,3.71,7.76,54.60,1975.71,8.43,390.90,17.13,35.83,9.92
1975.1,88.57,3.70,7.83,54.90,1975.79,8.14,406.67,16.99,35.94,10.33
1975.11,90.07,3.69,7.89,55.30,1975.87,8.05,410.56,16.82,35.98,10.44
1975.12,88.70,3.68,7.96,55.50,1975.96,8.00,402.86,16.71,36.15,10.25
1976.01,96.86,3.68,8.19,55.60,1976.04,7.74,439.13,16.70,37.15,11.19
1976.02,100.60,3.69,8.43,55.80,1976.12,7.79,454.45,16.65,38.07,11.59
1976.03,101.10,3.69,8.66,55.90,1976.21,7.73,455.89,16.64,39.05,11.63
1976.04,101.90,3.71,8.86,56.10,1976.29,7.56,457.86,16.68,39.80,11.69
1976.05,101.20,3.74,9.05,56.50,1976.37,7.90,451.50,16.67,40.39,11.53
1976.06,101.80,3.76,9.25,56.80,1976.46,7.86,451.78,16.69,41.05,11.54
1976.07,104.20,3.79,9.35,57.10,1976.54,7.83,460.00,16.73,41.28,11.76
1976.08,103.30,3.82,9.45,57.40,1976.62,7.77,453.64,16.78,41.50,11.60
1976.09,105.50,3.85,9.55,57.60,1976.71,7.59,461.69,16.85,41.79,11.81
1976.1,101.90,3.92,9.67,57.90,1976.79,7.41,443.63,17.05,42.10,11.35
1976.11,101.20,3.98,9.79,58.00,1976.87,7.29,439.82,17.31,42.55,11.25
1976.12,104.70,4.05,9.91,58.20,1976.96,6.87,453.47,17.54,42.92,11.60
1977.01,103.80,4.10,9.97,58.50,1977.04,7.21,447.26,17.65,42.95,11.44
1977.02,101.00,4.14,10.02,59.10,1977.12,7.39,430.78,17.67,42.75,11.01
1977.03,100.60,4.19,10.08,59.50,1977.21,7.46,426.19,17.75,42.70,10.90
1977.04,99.05,4.25,10.19,60.00,1977.29,7.37,416.13,17.84,42.82,10.64
1977.05,98.76,4.30,10.31,60.30,1977.37,7.46,412.85,17.99,43.08,10.55
1977.06,99.29,4.36,10.42,60.70,1977.46,7.28,412.33,18.11,43.27,10.53
1977.07,100.20,4.41,10.52,61.00,1977.54,7.33,414.06,18.21,43.46,10.57
1977.08,97.75,4.45,10.61,61.20,1977.62,7.40,402.61,18.34,43.71,10.27
1977.09,96.23,4.50,10.71,61.40,1977.71,7.34,395.06,18.47,43.97,10.07
1977.1,93.74,4.56,10.77,61.60,1977.79,7.52,383.59,18.65,44.07,9.77
1977.11,94.28,4.61,10.83,61.90,1977.87,7.58,383.93,18.79,44.10,9.77
1977.12,93.82,4.67,10.89,62.10,1977.96,7.69,380.83,18.96,44.20,9.68
1978.01,90.25,4.71,10.90,62.50,1978.04,7.96,363.99,19.01,43.96,9.24
1978.02,88.98,4.76,10.91,62.90,1978.12,8.03,356.59,19.06,43.72,9.05
1978.03,88.82,4.80,10.92,63.40,1978.21,8.04,353.14,19.08,43.42,8.95
1978.04,92.71,4.84,11.02,63.90,1978.29,8.15,365.72,19.08,43.48,9.26
1978.05,97.41,4.87,11.13,64.50,1978.37,8.35,380.69,19.05,43.48,9.63
1978.06,97.66,4.91,11.23,65.20,1978.46,8.46,377.57,18.98,43.42,9.55
1978.07,97.19,4.95,11.34,65.70,1978.54,8.64,372.89,18.98,43.52,9.43
1978.08,103.90,4.98,11.46,66.00,1978.62,8.41,396.82,19.03,43.76,10.02
1978.09,103.90,5.02,11.57,66.50,1978.71,8.42,393.84,19.03,43.86,9.94
1978.1,100.60,5.04,11.82,67.10,1978.79,8.64,377.92,18.92,44.42,9.53
1978.11,94.71,5.05,12.08,67.40,1978.87,8.81,354.21,18.90,45.17,8.93
1978.12,96.11,5.07,12.33,67.70,1978.96,9.01,357.85,18.88,45.91,9.01
1979.01,99.71,5.11,12.65,68.30,1979.04,9.10,367.99,18.87,46.70,9.26
1979.02,98.23,5.16,12.98,69.10,1979.12,9.10,358.34,18.81,47.34,9.00
1979.03,100.10,5.20,13.30,69.80,1979.21,9.12,361.49,18.78,48.03,9.07
1979.04,102.10,5.25,13.53,70.60,1979.29,9.18,364.54,18.73,48.30,9.13
1979.05,99.73,5.29,13.75,71.50,1979.37,9.25,351.60,18.66,48.49,8.79
1979.06,101.70,5.34,13.98,72.30,1979.46,8.91,354.57,18.62,48.74,8.85
1979.07,102.70,5.40,14.20,73.10,1979.54,8.95,354.14,18.61,48.95,8.83
1979.08,107.40,5.45,14.41,73.80,1979.62,9.03,366.84,18.63,49.23,9.13
1979.09,108.60,5.51,14.63,74.60,1979.71,9.33,366.96,18.62,49.43,9.11
1979.1,104.50,5.56,14.71,75.20,1979.79,10.30,350.29,18.63,49.30,8.68
1979.11,103.70,5.60,14.78,75.90,1979.87,10.65,344.40,18.61,49.10,8.52
1979.12,107.80,5.65,14.86,76.70,1979.96,10.39,354.28,18.57,48.84,8.75
1980.01,110.90,5.70,15.00,77.80,1980.04,10.80,359.31,18.47,48.61,8.85
1980.02,115.30,5.75,15.15,78.90,1980.12,12.41,368.36,18.37,48.39,9.05
1980.03,104.70,5.80,15.29,80.10,1980.21,12.75,329.49,18.25,48.12,8.08
1980.04,103.00,5.85,15.17,81.00,1980.29,11.47,320.54,18.19,47.22,7.84
1980.05,107.70,5.89,15.06,81.80,1980.37,10.18,331.88,18.16,46.40,8.10
1980.06,114.60,5.94,14.94,82.70,1980.46,9.78,349.30,18.11,45.54,8.51
1980.07,119.80,5.98,14.84,82.70,1980.54,10.25,365.15,18.24,45.23,8.88
1980.08,123.50,6.03,14.74,83.30,1980.62,11.10,373.72,18.24,44.60,9.07
1980.09,126.50,6.07,14.64,84.00,1980.71,11.51,379.61,18.22,43.93,9.20
1980.1,130.20,6.10,14.70,84.80,1980.79,11.75,387.02,18.13,43.70,9.36
1980.11,135.70,6.13,14.76,85.50,1980.87,12.68,400.07,18.07,43.52,9.65
1980.12,133.50,6.16,14.82,86.30,1980.96,12.84,389.94,17.99,43.29,9.39
1981.01,133.00,6.20,14.74,87.00,1981.04,12.57,385.35,17.96,42.71,9.26
1981.02,128.40,6.24,14.66,87.90,1981.12,13.19,368.21,17.89,42.04,8.83
1981.03,133.20,6.28,14.58,88.50,1981.21,13.12,379.39,17.89,41.53,9.08
1981.04,134.40,6.32,14.72,89.10,1981.29,13.68,380.23,17.87,41.65,9.09
1981.05,131.70,6.35,14.87,89.80,1981.37,14.10,369.69,17.83,41.73,8.82
1981.06,132.30,6.39,15.01,90.60,1981.46,13.47,368.09,17.78,41.76,8.77
1981.07,129.10,6.43,15.10,91.60,1981.54,14.28,355.27,17.70,41.54,8.45
1981.08,129.60,6.48,15.18,92.30,1981.62,14.94,353.94,17.69,41.47,8.40
1981.09,118.30,6.52,15.27,93.20,1981.71,15.32,319.96,17.63,41.30,7.58
1981.1,119.80,6.56,15.30,93.40,1981.79,15.15,323.32,17.70,41.29,7.65
1981.11,122.90,6.59,15.33,93.70,1981.87,13.39,330.62,17.74,41.24,7.81
1981.12,123.80,6.63,15.36,94.00,1981.96,13.72,331.98,17.78,41.19,7.83
1982.01,117.30,6.66,15.18,94.30,1982.04,14.59,313.55,17.80,40.57,7.39
1982.02,114.50,6.69,14.99,94.60,1982.12,14.43,305.10,17.83,39.95,7.18
1982.03,110.80,6.72,14.81,94.50,1982.21,13.86,295.55,17.93,39.50,6.95
1982.04,116.30,6.75,14.60,94.90,1982.29,13.87,308.91,17.93,38.77,7.26
1982.05,116.40,6.78,14.38,95.80,1982.37,13.62,306.27,17.84,37.85,7.19
1982.06,109.70,6.81,14.17,97.00,1982.46,14.30,285.07,17.70,36.82,6.69
1982.07,109.40,6.82,13.97,97.50,1982.54,13.95,282.84,17.64,36.11,6.64
1982.08,109.70,6.84,13.76,97.70,1982.62,13.06,283.03,17.64,35.51,6.64
1982.09,122.40,6.85,13.56,97.90,1982.71,12.34,315.15,17.64,34.91,7.40
1982.1,132.70,6.86,13.25,98.20,1982.79,10.91,340.63,17.60,34.02,8.00
1982.11,138.10,6.86,12.95,98.00,1982.87,10.55,355.21,17.65,33.30,8.35
1982.12,139.40,6.87,12.64,97.60,1982.96,10.54,360.03,17.74,32.65,8.47
1983.01,144.30,6.88,12.57,97.80,1983.04,10.46,371.92,17.74,32.39,8.76
1983.02,146.80,6.90,12.49,97.90,1983.12,10.72,377.98,17.76,32.17,8.91
1983.03,151.90,6.91,12.42,97.90,1983.21,10.51,391.11,17.79,31.98,9.23
1983.04,157.70,6.92,12.48,98.60,1983.29,10.40,403.16,17.69,31.90,9.53
1983.05,164.10,6.93,12.53,99.20,1983.37,10.38,416.98,17.61,31.85,9.87
1983.06,166.40,6.94,12.59,99.50,1983.46,10.85,421.55,17.58,31.90,10.00
1983.07,167.00,6.96,12.83,99.90,1983.54,11.38,421.38,17.56,32.36,10.01
1983.08,162.40,6.98,13.06,100.20,1983.62,11.85,408.55,17.56,32.86,9.73
1983.09,167.20,7.00,13.30,100.70,1983.71,11.65,418.53,17.52,33.29,9.98
1983.1,167.70,7.03,13.54,101.00,1983.79,11.54,418.54,17.55,33.80,10.00
1983.11,165.20,7.06,13.79,101.20,1983.87,11.69,411.48,17.59,34.34,9.85
1983.12,164.40,7.09,14.03,101.30,1983.96,11.83,409.09,17.64,34.91,9.82
1984.01,166.40,7.12,14.44,101.90,1984.04,11.67,411.63,17.61,35.72,9.89
1984.02,157.30,7.15,14.85,102.40,1984.12,11.84,387.21,17.60,36.56,9.32
1984.03,157.40,7.18,15.26,102.60,1984.21,12.32,386.71,17.64,37.49,9.33
1984.04,157.60,7.22,15.57,103.10,1984.29,12.63,385.32,17.66,38.08,9.31
1984.05,156.60,7.27,15.89,103.40,1984.37,13.41,381.76,17.71,38.73,9.23
1984.06,153.10,7.31,16.20,103.70,1984.46,13.56,372.15,17.77,39.38,9.01
1984.07,151.10,7.33,16.32,104.10,1984.54,13.36,365.88,17.76,39.52,8.87
1984.08,164.40,7.36,16.44,104.50,1984.62,12.72,396.56,17.75,39.66,9.62
1984.09,166.10,7.38,16.56,105.00,1984.71,12.52,398.75,17.72,39.76,9.69
1984.1,164.80,7.43,16.59,105.30,1984.79,12.16,394.50,17.79,39.71,9.60
1984.11,166.30,7.48,16.61,105.30,1984.87,11.57,398.10,17.91,39.77,9.69
1984.12,164.50,7.53,16.64,105.30,1984.96,11.50,393.79,18.03,39.83,9.60
1985.01,171.60,7.57,16.56,105.50,1985.04,11.38,410.00,18.09,39.56,10.00
1985.02,180.90,7.62,16.47,106.00,1985.12,11.51,430.19,18.11,39.17,10.49
1985.03,179.40,7.66,16.39,106.40,1985.21,11.86,425.01,18.15,38.83,10.37
1985.04,180.60,7.69,16.13,106.90,1985.29,11.43,425.86,18.13,38.03,10.40
1985.05,184.90,7.71,15.87,107.30,1985.37,10.85,434.37,18.12,37.28,10.61
1985.06,188.90,7.74,15.61,107.60,1985.46,10.16,442.53,18.13,36.57,10.81
1985.07,192.50,7.77,15.48,107.80,1985.54,10.31,450.13,18.18,36.20,11.00
1985.08,188.30,7.81,15.36,108.00,1985.62,10.33,439.49,18.22,35.84,10.74
1985.09,184.10,7.84,15.23,108.30,1985.71,10.37,428.50,18.25,35.45,10.47
1985.1,186.20,7.86,15.02,108.70,1985.79,10.24,431.79,18.23,34.84,10.55
1985.11,197.50,7.88,14.82,109.00,1985.87,9.78,456.73,18.22,34.26,11.16
1985.12,207.30,7.90,14.61,109.30,1985.96,9.26,478.08,18.22,33.69,11.69
1986.01,208.20,7.94,14.58,109.60,1986.04,9.19,478.84,18.26,33.53,11.72
1986.02,219.40,7.98,14.55,109.30,1986.12,8.70,505.99,18.40,33.56,12.39
1986.03,232.30,8.02,14.52,108.80,1986.21,7.78,538.20,18.58,33.64,13.19
1986.04,238.00,8.05,14.58,108.60,1986.29,7.30,552.42,18.68,33.85,13.55
1986.05,238.50,8.07,14.65,108.90,1986.37,7.71,552.06,18.69,33.90,13.56
1986.06,245.30,8.10,14.71,109.50,1986.46,7.80,564.69,18.65,33.86,13.89
1986.07,240.20,8.14,14.76,109.50,1986.54,7.30,552.95,18.75,33.97,13.62
1986.08,245.00,8.19,14.80,109.70,1986.62,7.17,562.97,18.81,34.02,13.89
1986.09,238.30,8.23,14.85,110.20,1986.71,7.45,545.09,18.83,33.97,13.47
1986.1,237.40,8.25,14.73,110.30,1986.79,7.43,542.54,18.85,33.66,13.43
1986.11,245.10,8.26,14.60,110.40,1986.87,7.25,559.63,18.87,33.34,13.87
1986.12,248.60,8.28,14.48,110.50,1986.96,7.11,567.10,18.89,33.03,14.09
1987.01,264.50,8.30,14.69,111.20,1987.04,7.08,599.58,18.81,33.29,14.92
1987.02,280.90,8.32,14.89,111.60,1987.12,7.25,634.47,18.79,33.64,15.82
1987.03,292.50,8.34,15.10,112.10,1987.21,7.25,657.72,18.75,33.95,16.43
1987.04,289.30,8.40,14.87,112.70,1987.29,8.02,647.06,18.79,33.27,16.20
1987.05,289.10,8.46,14.65,113.10,1987.37,8.61,644.33,18.86,32.64,16.16
1987.06,301.40,8.52,14.42,113.50,1987.46,8.40,669.38,18.92,32.03,16.83
1987.07,310.10,8.57,14.90,113.80,1987.54,8.45,686.88,18.98,33.00,17.31
1987.08,329.40,8.61,15.38,114.40,1987.62,8.76,725.81,18.98,33.89,18.33
1987.09,318.70,8.66,15.86,115.00,1987.71,9.42,698.57,18.98,34.76,17.68
1987.1,280.20,8.71,16.41,115.30,1987.79,9.52,612.58,19.04,35.87,15.53
1987.11,245.00,8.76,16.95,115.40,1987.87,8.86,535.16,19.13,37.03,13.59
1987.12,241.00,8.81,17.50,115.40,1987.96,8.99,526.42,19.24,38.23,13.39
1988.01,250.50,8.86,17.86,115.70,1988.04,8.67,545.75,19.30,38.92,13.90
1988.02,258.10,8.90,18.23,116.00,1988.12,8.21,560.86,19.35,39.61,14.30
1988.03,265.70,8.95,18.59,116.50,1988.21,8.37,574.90,19.37,40.22,14.67
1988.04,262.60,9.04,19.62,117.10,1988.29,8.72,565.28,19.47,42.23,14.43
1988.05,256.10,9.14,20.64,117.50,1988.37,9.09,549.41,19.60,44.29,14.03
1988.06,270.70,9.23,21.67,118.00,1988.46,8.92,578.27,19.72,46.29,14.77
1988.07,269.10,9.31,22.02,118.50,1988.54,9.06,572.43,19.80,46.85,14.61
1988.08,263.70,9.38,22.38,119.00,1988.62,9.26,558.58,19.88,47.40,14.24
1988.09,268.00,9.46,22.73,119.80,1988.71,8.98,563.90,19.90,47.83,14.37
1988.1,277.40,9.55,23.07,120.20,1988.79,8.80,581.74,20.03,48.39,14.81
1988.11,271.00,9.64,23.42,120.30,1988.87,8.96,567.84,20.20,49.07,14.45
1988.12,276.50,9.75,23.75,120.50,1988.96,9.11,578.40,20.40,49.68,14.70
1989.01,285.40,9.81,24.16,121.10,1989.04,9.09,594.06,20.43,50.29,15.09
1989.02,294.00,9.90,24.56,121.60,1989.12,9.17,609.45,20.52,50.91,15.47
1989.03,292.70,10.01,24.96,122.30,1989.21,9.36,603.28,20.63,51.44,15.30
1989.04,302.30,10.09,25.05,123.10,1989.29,9.18,619.02,20.65,51.29,15.69
1989.05,313.90,10.19,25.13,123.80,1989.37,8.86,639.14,20.75,51.17,16.19
1989.06,323.70,10.37,25.22,124.10,1989.46,8.28,657.50,21.06,51.23,16.64
1989.07,331.90,10.42,24.71,124.40,1989.54,8.02,672.53,21.12,50.07,17.01
1989.08,346.60,10.55,24.20,124.60,1989.62,8.11,701.19,21.34,48.96,17.73
1989.09,347.30,10.73,23.69,125.00,1989.71,8.19,700.35,21.64,47.77,17.71
1989.1,347.40,10.80,23.43,125.60,1989.79,8.01,697.21,21.67,47.02,17.64
1989.11,340.20,10.92,23.16,125.90,1989.87,7.87,681.13,21.87,46.38,17.24
1989.12,348.60,11.06,22.87,126.10,1989.96,7.84,696.84,22.11,45.72,17.65
1990.01,339.97,11.14,22.49,127.40,1990.04,8.21,672.66,22.04,44.50,17.05
1990.02,330.45,11.23,22.08,128.00,1990.12,8.47,650.76,22.12,43.48,16.51
1990.03,338.46,11.32,21.67,128.70,1990.21,8.59,662.91,22.17,42.44,16.83
1990.04,338.18,11.44,21.53,128.90,1990.29,8.79,661.33,22.37,42.11,16.81
1990.05,350.25,11.55,21.40,129.20,1990.37,8.76,683.34,22.54,41.75,17.39
1990.06,360.39,11.66,21.26,129.90,1990.46,8.48,699.34,22.63,41.26,17.82
1990.07,360.03,11.73,21.42,130.40,1990.54,8.47,695.96,22.67,41.41,17.75
1990.08,330.75,11.78,21.58,131.60,1990.62,8.75,633.53,22.57,41.34,16.17
1990.09,315.41,11.83,21.74,132.70,1990.71,8.89,599.14,22.47,41.30,15.30
1990.1,307.12,11.93,21.61,133.50,1990.79,8.72,579.90,22.52,40.80,14.82
1990.11,315.29,12.01,21.47,133.80,1990.87,8.39,593.99,22.63,40.45,15.19
1990.12,328.75,12.09,21.34,133.80,1990.96,8.08,619.35,22.78,40.20,15.85
1991.01,325.49,12.11,21.18,134.60,1991.04,8.09,609.56,22.67,39.67,15.61
1991.02,362.26,12.11,21.03,134.80,1991.12,7.85,677.41,22.65,39.32,17.35
1991.03,372.28,12.11,20.94,135.00,1991.21,8.11,695.12,22.61,39.10,17.82
1991.04,379.68,12.13,20.36,135.20,1991.29,8.04,707.89,22.62,37.97,18.16
1991.05,377.99,12.14,19.86,135.60,1991.37,8.07,702.66,22.57,36.91,18.04
1991.06,378.29,12.15,19.41,136.00,1991.46,8.28,701.15,22.52,35.98,18.02
1991.07,380.23,12.19,18.84,136.20,1991.54,8.27,703.71,22.57,34.87,18.10
1991.08,389.40,12.24,18.33,136.60,1991.62,7.90,718.57,22.58,33.82,18.51
1991.09,387.20,12.28,17.82,137.20,1991.71,7.65,711.38,22.56,32.74,18.36
1991.1,386.88,12.25,17.20,137.40,1991.79,7.53,709.76,22.48,31.56,18.35
1991.11,385.92,12.23,16.59,137.80,1991.87,7.42,705.95,22.37,30.34,18.29
1991.12,388.51,12.20,15.97,137.90,1991.96,7.09,710.17,22.30,29.19,18.44
1992.01,416.08,12.24,16.05,138.10,1992.04,7.03,759.46,22.34,29.29,19.77
1992.02,412.56,12.28,16.12,138.60,1992.12,7.34,750.32,22.33,29.32,19.58
1992.03,407.36,12.32,16.19,139.30,1992.21,7.54,737.14,22.29,29.30,19.28
1992.04,407.41,12.32,16.48,139.50,1992.29,7.48,736.17,22.26,29.78,19.30
1992.05,414.81,12.32,16.77,139.70,1992.37,7.39,748.47,22.23,30.25,19.66
1992.06,408.27,12.32,17.05,140.20,1992.46,7.26,734.05,22.15,30.65,19.32
1992.07,415.05,12.34,17.38,140.50,1992.54,6.84,744.64,22.15,31.18,19.62
1992.08,417.93,12.37,17.71,140.90,1992.62,6.59,747.68,22.12,31.68,19.72
1992.09,418.48,12.40,18.04,141.30,1992.71,6.42,746.54,22.12,32.18,19.71
1992.1,412.50,12.39,18.39,141.80,1992.79,6.59,733.28,22.02,32.69,19.37
1992.11,422.84,12.38,18.74,142.00,1992.87,6.87,750.60,21.98,33.27,19.83
1992.12,435.64,12.39,19.09,141.90,1992.96,6.77,773.87,22.01,33.91,20.45
1993.01,435.23,12.41,19.34,142.60,1993.04,6.60,769.35,21.94,34.19,20.32
1993.02,441.70,12.45,19.59,143.10,1993.12,6.26,778.06,21.92,34.51,20.55
1993.03,450.16,12.48,19.84,143.60,1993.21,5.98,790.20,21.91,34.83,20.86
1993.04,443.08,12.49,19.67,144.00,1993.29,5.97,775.61,21.87,34.43,20.46
1993.05,445.25,12.51,19.50,144.20,1993.37,6.04,778.33,21.86,34.09,20.52
1993.06,448.06,12.52,19.33,144.40,1993.46,5.96,782.15,21.86,33.74,20.61
1993.07,447.29,12.52,19.69,144.40,1993.54,5.81,780.81,21.86,34.37,20.56
1993.08,454.13,12.52,20.05,144.80,1993.62,5.68,790.56,21.80,34.90,20.81
1993.09,459.24,12.52,20.41,145.10,1993.71,5.36,797.80,21.75,35.46,20.99
1993.1,463.90,12.54,20.90,145.70,1993.79,5.33,802.58,21.70,36.16,21.11
1993.11,462.89,12.56,21.39,145.80,1993.87,5.72,800.28,21.71,36.98,21.04
1993.12,465.95,12.58,21.89,145.80,1993.96,5.77,805.57,21.75,37.85,21.16
1994.01,472.99,12.62,22.16,146.20,1994.04,5.75,815.51,21.76,38.20,21.41
1994.02,471.58,12.67,22.43,146.70,1994.12,5.97,810.31,21.76,38.55,21.26
1994.03,463.81,12.71,22.71,147.20,1994.21,6.48,794.25,21.77,38.89,20.83
1994.04,447.23,12.75,23.54,147.40,1994.29,6.97,764.82,21.81,40.26,20.06
1994.05,450.90,12.80,24.37,147.50,1994.37,7.18,770.57,21.87,41.65,20.20
1994.06,454.83,12.84,25.20,148.00,1994.46,7.10,774.66,21.87,42.92,20.29
1994.07,451.40,12.87,25.91,148.40,1994.54,7.30,766.75,21.86,44.01,20.07
1994.08,464.24,12.90,26.62,149.00,1994.62,7.24,785.38,21.82,45.03,20.54
1994.09,466.96,12.92,27.33,149.40,1994.71,7.46,787.87,21.80,46.11,20.58
1994.1,463.81,13.01,28.42,149.50,1994.79,7.74,782.03,21.94,47.92,20.40
1994.11,461.01,13.10,29.51,149.70,1994.87,7.96,776.27,22.05,49.69,20.21
1994.12,455.19,13.17,30.60,149.70,1994.96,7.81,766.47,22.18,51.53,19.91
1995.01,465.25,13.18,31.25,150.30,1995.04,7.78,780.28,22.10,52.41,20.22
1995.02,481.92,13.18,31.90,150.90,1995.12,7.47,805.02,22.02,53.29,20.80
1995.03,493.15,13.17,32.55,151.40,1995.21,7.20,821.06,21.93,54.19,21.15
1995.04,507.91,13.24,33.18,151.90,1995.29,7.06,842.85,21.98,55.06,21.64
1995.05,523.81,13.31,33.80,152.20,1995.37,6.63,867.53,22.04,55.98,22.20
1995.06,539.35,13.36,34.43,152.50,1995.46,6.17,891.51,22.08,56.91,22.72
1995.07,557.37,13.44,34.68,152.50,1995.54,6.28,921.29,22.22,57.32,23.38
1995.08,559.11,13.51,34.93,152.90,1995.62,6.49,921.75,22.27,57.59,23.28
1995.09,578.77,13.58,35.18,153.20,1995.71,6.20,952.29,22.34,57.88,23.95
1995.1,582.92,13.65,34.77,153.70,1995.79,6.04,956.00,22.39,57.03,23.93
1995.11,595.53,13.72,34.37,153.60,1995.87,5.93,977.32,22.52,56.40,24.35
1995.12,614.57,13.79,33.96,153.50,1995.96,5.71,1009.22,22.65,55.77,25.03
1996.01,614.42,13.89,33.99,154.40,1996.04,5.65,1003.09,22.68,55.49,24.76
1996.02,649.54,14.00,34.01,154.90,1996.12,5.81,1057.01,22.78,55.35,25.98
1996.03,647.07,14.10,34.04,155.70,1996.21,6.27,1047.58,22.83,55.11,25.63
1996.04,647.17,14.16,34.33,156.30,1996.29,6.51,1043.72,22.83,55.37,25.42
1996.05,661.23,14.21,34.62,156.60,1996.37,6.74,1064.35,22.88,55.73,25.81
1996.06,668.50,14.27,34.91,156.70,1996.46,6.91,1075.36,22.96,56.16,25.97
1996.07,644.07,14.40,35.27,157.00,1996.54,6.87,1034.09,23.12,56.63,24.86
1996.08,662.68,14.53,35.64,157.30,1996.62,6.64,1061.94,23.28,57.11,25.41
1996.09,674.88,14.66,36.00,157.80,1996.71,6.83,1078.06,23.42,57.51,25.68
1996.1,701.46,14.74,36.91,158.30,1996.79,6.53,1116.98,23.47,58.77,26.48
1996.11,735.67,14.82,37.82,158.60,1996.87,6.20,1169.24,23.55,60.11,27.59
1996.12,743.25,14.90,38.73,158.60,1996.96,6.30,1181.29,23.68,61.56,27.72
