Date,P,D,E,CPI,Fraction,Rate GS10,RealPrice,Dividend,RealEarnings,CAPE
1921.04,6.91,0.49,0.63,18.10,1921.29,4.89,96.23,6.87,8.77,5.30
1921.05,7.12,0.49,0.59,17.70,1921.37,4.83,101.40,6.97,8.37,5.61
1921.06,6.55,0.49,0.55,17.60,1921.46,4.76,93.81,6.95,7.81,5.22
1921.07,6.53,0.48,0.50,17.70,1921.54,4.70,93.00,6.85,7.16,5.20
1921.08,6.45,0.48,0.46,17.70,1921.62,4.63,91.86,6.79,6.55,5.16
1921.09,6.61,0.47,0.42,17.50,1921.71,4.56,95.21,6.81,6.01,5.38
1921.1,6.70,0.47,0.38,17.50,1921.79,4.50,96.51,6.75,5.40,5.48
1921.11,7.06,0.46,0.33,17.40,1921.87,4.43,102.28,6.72,4.82,5.84
1921.12,7.31,0.46,0.29,17.30,1921.96,4.37,106.51,6.70,4.23,6.11
1922.01,7.30,0.46,0.32,16.90,1922.04,4.30,108.88,6.92,4.82,6.29
1922.02,7.46,0.47,0.36,16.90,1922.12,4.31,111.27,6.98,5.32,6.46
1922.03,7.74,0.47,0.39,16.70,1922.21,4.31,116.83,7.13,5.89,6.82
1922.04,8.21,0.48,0.42,16.70,1922.29,4.32,123.92,7.20,6.39,7.27
1922.05,8.53,0.48,0.46,16.70,1922.37,4.32,128.75,7.26,6.89,7.59
1922.06,8.45,0.49,0.49,16.70,1922.46,4.33,127.55,7.32,7.40,7.56
1922.07,8.51,0.49,0.52,16.80,1922.54,4.33,127.69,7.34,7.85,7.60
1922.08,8.83,0.49,0.56,16.60,1922.62,4.34,134.08,7.49,8.45,8.02
1922.09,9.06,0.50,0.59,16.60,1922.71,4.34,137.58,7.55,8.96,8.27
1922.1,9.26,0.50,0.62,16.70,1922.79,4.35,139.77,7.57,9.41,8.43
1922.11,8.80,0.51,0.66,16.80,1922.87,4.35,132.04,7.59,9.85,8.00
1922.12,8.78,0.51,0.69,16.90,1922.96,4.36,130.96,7.61,10.29,7.96
1923.01,8.90,0.51,0.71,16.80,1923.04,4.36,133.54,7.68,10.72,8.15
1923.02,9.28,0.51,0.74,16.80,1923.12,4.34,139.24,7.70,11.08,8.53
1923.03,9.43,0.52,0.76,16.80,1923.21,4.31,141.49,7.73,11.44,8.70
1923.04,9.10,0.52,0.79,16.90,1923.29,4.29,135.73,7.71,11.73,8.37
1923.05,8.67,0.52,0.81,16.90,1923.37,4.26,129.32,7.73,12.09,8.00
1923.06,8.34,0.52,0.84,17.00,1923.46,4.24,123.66,7.71,12.38,7.67
1923.07,8.06,0.52,0.86,17.20,1923.54,4.21,118.12,7.65,12.59,7.35
1923.08,8.10,0.52,0.88,17.10,1923.62,4.19,119.40,7.71,13.02,7.44
1923.09,8.15,0.53,0.91,17.20,1923.71,4.16,119.44,7.69,13.30,7.46
1923.1,8.03,0.53,0.93,17.30,1923.79,4.14,117.00,7.67,13.58,7.32
1923.11,8.27,0.53,0.96,17.30,1923.87,4.11,120.50,7.70,13.93,7.55
1923.12,8.55,0.53,0.98,17.30,1923.96,4.09,124.58,7.72,14.28,7.81
1924.01,8.83,0.53,0.98,17.30,1924.04,4.06,128.66,7.75,14.22,8.07
1924.02,8.87,0.53,0.97,17.20,1924.12,4.04,129.99,7.82,14.24,8.16
1924.03,8.70,0.54,0.97,17.10,1924.21,4.03,128.25,7.89,14.26,8.06
1924.04,8.50,0.54,0.96,17.00,1924.29,4.01,126.04,7.96,14.28,7.92
1924.05,8.47,0.54,0.96,17.00,1924.37,3.99,125.59,7.98,14.22,7.90
1924.06,8.63,0.54,0.96,17.00,1924.46,3.98,127.96,8.01,14.16,8.05
1924.07,9.03,0.54,0.95,17.10,1924.54,3.96,133.11,7.99,14.02,8.38
1924.08,9.34,0.54,0.95,17.00,1924.62,3.94,138.49,8.06,14.04,8.72
1924.09,9.25,0.55,0.94,17.10,1924.71,3.93,136.35,8.03,13.89,8.58
1924.1,9.13,0.55,0.94,17.20,1924.79,3.91,133.80,8.01,13.75,8.42
1924.11,9.64,0.55,0.93,17.20,1924.87,3.89,141.28,8.04,13.69,8.89
1924.12,10.16,0.55,0.93,17.30,1924.96,3.88,148.04,8.01,13.55,9.31
1925.01,10.58,0.55,0.96,17.30,1925.04,3.86,154.16,8.08,13.94,9.69
1925.02,10.67,0.56,0.98,17.20,1925.12,3.85,156.37,8.18,14.41,9.83
1925.03,10.39,0.56,1.01,17.30,1925.21,3.83,151.39,8.20,14.72,9.52
1925.04,10.28,0.57,1.04,17.20,1925.29,3.82,150.66,8.31,15.20,9.48
1925.05,10.61,0.57,1.06,17.30,1925.37,3.80,154.59,8.32,15.49,9.73
1925.06,10.80,0.58,1.09,17.50,1925.46,3.79,155.56,8.28,15.70,9.80
1925.07,11.10,0.58,1.12,17.70,1925.54,3.77,158.08,8.25,15.91,9.96
1925.08,11.25,0.58,1.14,17.70,1925.62,3.76,160.21,8.31,16.28,10.11
1925.09,11.51,0.59,1.17,17.70,1925.71,3.74,163.92,8.37,16.66,10.36
1925.1,11.89,0.59,1.20,17.70,1925.79,3.73,169.33,8.43,17.05,10.72
1925.11,12.26,0.60,1.22,18.00,1925.87,3.71,171.69,8.34,17.13,10.89
1925.12,12.46,0.60,1.25,17.90,1925.96,3.70,175.46,8.45,17.60,11.15
1926.01,12.65,0.61,1.25,17.90,1926.04,3.68,178.14,8.55,17.59,11.34
1926.02,12.67,0.62,1.25,17.90,1926.12,3.65,178.42,8.66,17.57,11.39
1926.03,11.81,0.62,1.25,17.80,1926.21,3.62,167.25,8.82,17.67,10.71
1926.04,11.48,0.63,1.25,17.90,1926.29,3.60,161.66,8.87,17.56,10.40
1926.05,11.56,0.64,1.25,17.80,1926.37,3.57,163.70,9.03,17.64,10.58
1926.06,12.11,0.65,1.25,17.70,1926.46,3.54,172.46,9.19,17.73,11.20
1926.07,12.62,0.65,1.24,17.50,1926.54,3.51,181.78,9.40,17.92,11.87
1926.08,13.12,0.66,1.24,17.40,1926.62,3.48,190.07,9.56,18.01,12.49
1926.09,13.32,0.67,1.24,17.50,1926.71,3.45,191.86,9.61,17.89,12.69
1926.1,13.02,0.68,1.24,17.60,1926.79,3.43,186.48,9.67,17.79,12.43
1926.11,13.19,0.68,1.24,17.70,1926.87,3.40,187.84,9.72,17.67,12.62
1926.12,13.49,0.69,1.24,17.70,1926.96,3.37,192.12,9.83,17.66,13.01
1927.01,13.40,0.70,1.23,17.50,1927.04,3.34,193.01,10.04,17.70,13.19
1927.02,13.66,0.70,1.22,17.40,1927.12,3.34,197.89,10.19,17.64,13.63
1927.03,13.87,0.71,1.21,17.30,1927.21,3.34,202.09,10.35,17.60,14.03
1927.04,14.21,0.72,1.20,17.30,1927.29,3.34,207.05,10.44,17.44,14.49
1927.05,14.70,0.72,1.19,17.40,1927.37,3.34,212.96,10.48,17.18,15.00
1927.06,14.89,0.73,1.18,17.60,1927.46,3.34,213.26,10.46,16.83,15.12
1927.07,15.22,0.74,1.16,17.30,1927.54,3.34,221.76,10.73,16.96,15.82
1927.08,16.03,0.74,1.15,17.20,1927.62,3.33,234.92,10.89,16.90,16.86
1927.09,16.94,0.75,1.14,17.30,1927.71,3.33,246.83,10.93,16.65,17.82
1927.1,16.68,0.76,1.13,17.40,1927.79,3.33,241.64,10.96,16.40,17.54
1927.11,17.06,0.76,1.12,17.30,1927.87,3.33,248.57,11.12,16.33,18.13
1927.12,17.46,0.77,1.11,17.30,1927.96,3.33,254.40,11.22,16.17,18.65
1928.01,17.53,0.78,1.13,17.30,1928.04,3.33,255.42,11.32,16.51,18.81
1928.02,17.32,0.78,1.16,17.10,1928.12,3.35,255.31,11.55,17.03,18.87
1928.03,18.25,0.79,1.18,17.10,1928.21,3.38,269.02,11.65,17.35,19.94
1928.04,19.40,0.80,1.20,17.10,1928.29,3.40,285.98,11.74,17.69,21.26
1928.05,20.00,0.80,1.22,17.20,1928.37,3.42,293.11,11.77,17.91,21.83
1928.06,19.02,0.81,1.25,17.10,1928.46,3.44,280.37,11.94,18.35,20.91
1928.07,19.16,0.82,1.27,17.10,1928.54,3.47,282.44,12.04,18.69,21.08
1928.08,19.78,0.82,1.29,17.10,1928.62,3.49,291.58,12.14,19.02,21.76
1928.09,21.17,0.83,1.31,17.30,1928.71,3.51,308.46,12.09,19.12,23.00
1928.1,21.60,0.84,1.34,17.20,1928.79,3.53,316.55,12.26,19.56,23.58
1928.11,23.06,0.84,1.36,17.20,1928.87,3.56,337.95,12.36,19.89,25.12
1928.12,23.15,0.85,1.38,17.10,1928.96,3.58,341.25,12.53,20.34,25.30
1929.01,24.86,0.86,1.40,17.10,1929.04,3.60,366.46,12.68,20.62,27.08
1929.02,24.99,0.87,1.42,17.10,1929.12,3.57,368.38,12.82,20.90,27.13
1929.03,25.43,0.88,1.44,17.00,1929.21,3.55,377.07,13.05,21.32,27.68
1929.04,25.28,0.89,1.46,16.90,1929.29,3.52,377.06,13.27,21.73,27.57
1929.05,25.66,0.90,1.48,17.00,1929.37,3.50,380.48,13.34,21.89,27.70
1929.06,26.15,0.91,1.50,17.10,1929.46,3.47,385.48,13.41,22.04,27.94
1929.07,28.48,0.92,1.51,17.30,1929.54,3.45,414.97,13.40,22.06,29.93
1929.08,30.10,0.93,1.53,17.30,1929.62,3.42,438.57,13.55,22.34,31.48
1929.09,31.30,0.94,1.55,17.30,1929.71,3.39,456.06,13.70,22.61,32.56
1929.1,27.99,0.95,1.57,17.30,1929.79,3.37,407.83,13.84,22.90,28.96
1929.11,20.58,0.96,1.59,17.30,1929.87,3.34,299.86,13.99,23.18,21.17
1929.12,21.40,0.97,1.61,17.20,1929.96,3.32,313.62,14.22,23.60,22.01
1930.01,21.71,0.97,1.56,17.10,1930.04,3.29,320.03,14.31,22.95,22.31
1930.02,23.07,0.97,1.50,17.00,1930.12,3.29,342.08,14.41,22.29,23.70
1930.03,23.94,0.97,1.45,16.90,1930.21,3.30,357.08,14.51,21.63,24.59
1930.04,25.46,0.97,1.40,17.00,1930.29,3.30,377.51,14.43,20.71,25.84
1930.05,23.94,0.97,1.34,16.90,1930.37,3.31,357.08,14.53,20.03,24.31
1930.06,21.52,0.98,1.29,16.80,1930.46,3.31,322.89,14.63,19.36,21.87
1930.07,21.06,0.98,1.24,16.60,1930.54,3.32,319.80,14.82,18.78,21.55
1930.08,20.79,0.98,1.18,16.50,1930.62,3.32,317.61,14.92,18.07,21.30
1930.09,20.78,0.98,1.13,16.60,1930.71,3.32,315.54,14.84,17.16,21.07
1930.1,17.92,0.98,1.08,16.50,1930.79,3.33,273.76,14.95,16.45,18.21
1930.11,16.62,0.98,1.02,16.40,1930.87,3.33,255.45,15.05,15.72,16.94
1930.12,15.51,0.98,0.97,16.10,1930.96,3.34,242.83,15.34,15.19,16.06
1931.01,15.98,0.97,0.94,15.90,1931.04,3.34,253.34,15.33,14.90,16.71
1931.02,17.20,0.95,0.91,15.70,1931.12,3.37,276.15,15.31,14.61,18.16
1931.03,17.53,0.94,0.88,15.60,1931.21,3.40,283.26,15.19,14.22,18.58
1931.04,15.86,0.93,0.85,15.50,1931.29,3.43,257.93,15.07,13.82,16.87
1931.05,14.33,0.91,0.82,15.30,1931.37,3.45,236.09,15.05,13.51,15.40
1931.06,13.87,0.90,0.79,15.10,1931.46,3.48,231.54,15.02,13.19,15.06
1931.07,14.33,0.89,0.76,15.10,1931.54,3.51,239.22,14.80,12.69,15.52
1931.08,13.90,0.87,0.73,15.10,1931.62,3.54,232.04,14.58,12.19,15.01
1931.09,11.83,0.86,0.70,15.00,1931.71,3.57,198.80,14.45,11.76,12.82
1931.1,10.25,0.85,0.67,14.90,1931.79,3.60,173.40,14.32,11.33,11.15
1931.11,10.39,0.83,0.64,14.70,1931.87,3.62,178.16,14.29,10.97,11.42
1931.12,8.44,0.82,0.61,14.60,1931.96,3.65,145.72,14.16,10.53,9.31
1932.01,8.30,0.79,0.59,14.30,1932.04,3.68,146.31,13.98,10.46,9.31
1932.02,8.23,0.77,0.58,14.10,1932.12,3.65,147.13,13.71,10.31,9.34
1932.03,8.26,0.74,0.56,14.00,1932.21,3.62,148.72,13.32,10.08,9.41
1932.04,6.28,0.71,0.54,13.90,1932.29,3.59,113.89,12.94,9.85,7.19
1932.05,5.51,0.69,0.53,13.70,1932.37,3.56,101.38,12.63,9.69,6.39
1932.06,4.77,0.66,0.51,13.60,1932.46,3.53,88.41,12.23,9.45,5.57
1932.07,5.01,0.63,0.49,13.60,1932.54,3.50,92.86,11.74,9.14,5.84
1932.08,7.53,0.61,0.48,13.50,1932.62,3.46,140.60,11.33,8.90,8.83
1932.09,8.26,0.58,0.46,13.40,1932.71,3.43,155.38,10.91,8.65,9.76
1932.1,7.12,0.55,0.44,13.30,1932.79,3.40,134.94,10.49,8.40,8.48
1932.11,7.05,0.53,0.43,13.20,1932.87,3.37,134.63,10.06,8.15,8.46
1932.12,6.82,0.50,0.41,13.10,1932.96,3.34,131.23,9.62,7.89,8.26
1933.01,7.09,0.50,0.41,12.90,1933.04,3.31,138.54,9.67,8.06,8.73
1933.02,6.25,0.49,0.42,12.70,1933.12,3.29,124.05,9.73,8.24,7.83
1933.03,6.23,0.49,0.42,12.60,1933.21,3.28,124.64,9.70,8.35,7.87
1933.04,6.89,0.48,0.42,12.60,1933.29,3.26,137.84,9.60,8.40,8.72
1933.05,8.87,0.48,0.42,12.60,1933.37,3.25,177.45,9.50,8.45,11.25
1933.06,10.39,0.47,0.43,12.70,1933.46,3.23,206.22,9.33,8.44,13.10
1933.07,11.23,0.47,0.43,13.10,1933.54,3.22,216.09,8.95,8.23,13.75
1933.08,10.67,0.46,0.43,13.20,1933.62,3.20,203.76,8.78,8.21,13.00
1933.09,10.58,0.46,0.43,13.20,1933.71,3.18,202.04,8.69,8.26,12.92
1933.1,9.55,0.45,0.44,13.20,1933.79,3.17,182.37,8.59,8.31,11.70
1933.11,9.78,0.45,0.44,13.20,1933.87,3.15,186.76,8.50,8.35,12.01
1933.12,9.97,0.44,0.44,13.20,1933.96,3.14,190.39,8.40,8.40,12.28
1934.01,10.54,0.44,0.44,13.20,1934.04,3.12,201.28,8.42,8.48,13.03
1934.02,11.32,0.44,0.45,13.30,1934.12,3.09,214.54,8.37,8.50,13.93
1934.03,10.74,0.44,0.45,13.30,1934.21,3.07,203.55,8.39,8.58,13.25
1934.04,10.92,0.44,0.46,13.30,1934.29,3.04,206.96,8.40,8.66,13.52
1934.05,9.81,0.44,0.46,13.30,1934.37,3.01,185.93,8.42,8.73,12.18
1934.06,9.94,0.45,0.47,13.40,1934.46,2.98,186.98,8.37,8.75,12.29
1934.07,9.47,0.45,0.47,13.40,1934.54,2.96,178.14,8.39,8.83,11.74
1934.08,9.10,0.45,0.47,13.40,1934.62,2.93,171.18,8.40,8.90,11.32
1934.09,8.88,0.45,0.48,13.60,1934.71,2.90,164.59,8.29,8.85,10.91
1934.1,8.95,0.45,0.48,13.50,1934.79,2.87,167.11,8.37,8.99,11.11
1934.11,9.20,0.45,0.49,13.50,1934.87,2.85,171.78,8.39,9.07,11.45
1934.12,9.26,0.45,0.49,13.40,1934.96,2.82,174.19,8.47,9.22,11.64
1935.01,9.26,0.45,0.57,13.60,1935.04,2.79,171.63,8.34,10.56,11.50
1935.02,8.98,0.45,0.65,13.70,1935.12,2.78,165.23,8.28,11.96,11.09
1935.03,8.41,0.45,0.73,13.70,1935.21,2.77,154.74,8.28,13.43,10.40
1935.04,9.04,0.45,0.76,13.80,1935.29,2.76,165.12,8.16,13.82,11.10
1935.05,9.75,0.44,0.78,13.80,1935.37,2.74,178.09,8.10,14.31,11.99
1935.06,10.12,0.44,0.81,13.70,1935.46,2.73,186.20,8.10,14.90,12.54
1935.07,10.65,0.44,0.79,13.70,1935.54,2.72,195.95,8.10,14.60,13.20
1935.08,11.37,0.44,0.78,13.70,1935.62,2.71,209.20,8.10,14.29,14.11
1935.09,11.61,0.44,0.76,13.70,1935.71,2.70,213.62,8.10,13.98,14.42
1935.1,11.92,0.45,0.76,13.70,1935.79,2.69,219.32,8.28,13.98,14.83
1935.11,13.04,0.46,0.76,13.80,1935.87,2.67,238.19,8.40,13.88,16.13
1935.12,13.04,0.47,0.76,13.80,1935.96,2.66,238.19,8.59,13.88,16.16
1936.01,13.76,0.48,0.77,13.80,1936.04,2.65,251.34,8.77,14.06,17.09
1936.02,14.55,0.49,0.78,13.80,1936.12,2.65,265.77,8.95,14.25,18.10
1936.03,14.86,0.50,0.79,13.70,1936.21,2.66,273.41,9.20,14.54,18.66
1936.04,14.88,0.52,0.82,13.70,1936.29,2.66,273.78,9.51,15.09,18.72
1936.05,14.09,0.53,0.85,13.70,1936.37,2.66,259.25,9.81,15.64,17.75
1936.06,14.69,0.55,0.88,13.80,1936.46,2.66,268.33,10.05,16.07,18.39
1936.07,15.56,0.57,0.90,13.90,1936.54,2.67,282.17,10.34,16.32,19.36
1936.08,15.87,0.59,0.92,14.00,1936.62,2.67,285.74,10.62,16.56,19.62
1936.09,16.05,0.61,0.94,14.00,1936.71,2.67,288.98,10.98,16.92,19.86
1936.1,16.89,0.65,0.97,14.00,1936.79,2.67,304.11,11.64,17.40,20.91
1936.11,17.36,0.68,0.99,14.00,1936.87,2.68,312.57,12.30,17.89,21.50
1936.12,17.06,0.72,1.02,14.00,1936.96,2.68,307.17,12.96,18.37,21.13
1937.01,17.59,0.73,1.05,14.10,1937.04,2.68,314.46,13.05,18.77,21.62
1937.02,18.11,0.74,1.08,14.10,1937.12,2.67,323.76,13.23,19.31,22.24
1937.03,18.09,0.75,1.11,14.20,1937.21,2.66,321.12,13.31,19.70,22.04
1937.04,17.01,0.78,1.13,14.30,1937.29,2.65,299.84,13.75,19.92,20.56
1937.05,16.25,0.81,1.15,14.40,1937.37,2.64,284.46,14.18,20.13,19.47
1937.06,15.64,0.84,1.17,14.40,1937.46,2.63,273.78,14.70,20.48,18.71
1937.07,16.57,0.82,1.19,14.50,1937.54,2.62,288.06,14.20,20.63,19.65
1937.08,16.74,0.79,1.20,14.50,1937.62,2.61,291.01,13.79,20.92,19.81
1937.09,14.37,0.77,1.22,14.60,1937.71,2.60,248.10,13.29,21.06,16.85
1937.1,12.28,0.78,1.19,14.60,1937.79,2.59,212.02,13.47,20.55,14.36
1937.11,11.20,0.79,1.16,14.50,1937.87,2.58,194.70,13.73,20.17,13.16
1937.12,11.02,0.80,1.13,14.40,1937.96,2.57,192.90,14.00,19.78,13.01
1938.01,11.31,0.79,1.08,14.20,1938.04,2.56,200.77,14.08,19.11,13.51
1938.02,11.04,0.79,1.02,14.10,1938.12,2.54,197.37,14.06,18.29,13.26
1938.03,10.31,0.78,0.97,14.10,1938.21,2.53,184.32,13.94,17.34,12.38
1938.04,9.89,0.77,0.90,14.20,1938.29,2.51,175.56,13.61,16.04,11.79
1938.05,9.98,0.75,0.84,14.10,1938.37,2.49,178.42,13.47,14.96,11.99
1938.06,10.21,0.74,0.77,14.10,1938.46,2.48,182.53,13.23,13.77,12.29
1938.07,12.24,0.71,0.72,14.10,1938.54,2.46,218.82,12.75,12.87,14.77
1938.08,12.31,0.69,0.67,14.10,1938.62,2.44,220.07,12.28,11.98,14.90
1938.09,11.75,0.66,0.62,14.10,1938.71,2.43,210.06,11.80,11.08,14.28
1938.1,13.06,0.61,0.63,14.00,1938.79,2.41,235.15,10.98,11.28,16.06
1938.11,13.07,0.56,0.63,14.00,1938.87,2.39,235.33,10.08,11.40,16.15
1938.12,12.69,0.51,0.64,14.00,1938.96,2.38,228.48,9.18,11.52,15.76
1939.01,12.50,0.51,0.66,14.00,1939.04,2.36,225.06,9.24,11.94,15.60
1939.02,12.40,0.52,0.69,13.90,1939.12,2.35,224.87,9.37,12.45,15.66
1939.03,12.39,0.52,0.71,13.90,1939.21,2.34,224.69,9.43,12.88,15.73
1939.04,10.83,0.52,0.73,13.80,1939.29,2.32,197.82,9.56,13.27,13.92
1939.05,11.23,0.53,0.74,13.80,1939.37,2.31,205.13,9.62,13.58,14.50
1939.06,11.43,0.53,0.76,13.80,1939.46,2.30,208.78,9.68,13.88,14.83
1939.07,11.71,0.54,0.78,13.80,1939.54,2.29,213.90,9.86,14.19,15.27
1939.08,11.54,0.55,0.79,13.80,1939.62,2.27,210.79,10.05,14.49,15.12
1939.09,12.77,0.56,0.81,14.10,1939.71,2.26,228.29,10.01,14.48,16.45
1939.1,12.90,0.58,0.84,14.00,1939.79,2.25,232.27,10.44,15.12,16.82
1939.11,12.67,0.60,0.87,14.00,1939.87,2.24,228.12,10.80,15.66,16.60
1939.12,12.37,0.62,0.90,14.00,1939.96,2.22,222.72,11.16,16.20,16.28
1940.01,12.30,0.62,0.93,13.90,1940.04,2.21,223.06,11.30,16.87,16.38
1940.02,12.22,0.63,0.96,14.00,1940.12,2.19,220.02,11.28,17.28,16.22
1940.03,12.15,0.63,0.99,14.00,1940.21,2.17,218.76,11.34,17.83,16.17
1940.04,12.27,0.64,1.01,14.00,1940.29,2.15,220.92,11.46,18.13,16.37
1940.05,10.58,0.64,1.02,14.00,1940.37,2.12,190.49,11.58,18.43,14.14
1940.06,9.67,0.65,1.04,14.10,1940.46,2.10,172.87,11.62,18.59,12.84
1940.07,9.99,0.66,1.05,14.00,1940.54,2.08,179.87,11.82,18.97,13.37
1940.08,10.20,0.66,1.07,14.00,1940.62,2.06,183.65,11.94,19.21,13.65
1940.09,10.63,0.67,1.08,14.00,1940.71,2.04,191.39,12.06,19.45,14.21
1940.1,10.73,0.67,1.07,14.00,1940.79,2.02,193.19,12.06,19.27,14.33
1940.11,10.98,0.67,1.06,14.00,1940.87,1.99,197.70,12.06,19.09,14.64
1940.12,10.53,0.67,1.05,14.10,1940.96,1.97,188.25,11.98,18.77,13.91
1941.01,10.55,0.67,1.05,14.10,1941.04,1.95,188.61,12.04,18.83,13.90
1941.02,9.89,0.68,1.06,14.10,1941.12,1.99,176.81,12.10,18.89,13.00
1941.03,9.95,0.68,1.06,14.20,1941.21,2.04,176.63,12.07,18.82,12.96
1941.04,9.64,0.68,1.07,14.30,1941.29,2.08,169.93,12.05,18.86,12.43
1941.05,9.43,0.69,1.08,14.40,1941.37,2.12,165.07,12.02,18.91,12.04
1941.06,9.76,0.69,1.09,14.70,1941.46,2.16,167.36,11.83,18.69,12.16
1941.07,10.26,0.69,1.12,14.70,1941.54,2.21,175.94,11.89,19.26,12.74
1941.08,10.21,0.70,1.16,14.90,1941.62,2.25,172.73,11.79,19.57,12.46
1941.09,10.24,0.70,1.19,15.10,1941.71,2.29,170.94,11.69,19.87,12.28
1941.1,9.83,0.70,1.18,15.30,1941.79,2.33,161.95,11.59,19.44,11.58
1941.11,9.37,0.71,1.17,15.40,1941.87,2.38,153.37,11.57,19.15,10.91
1941.12,8.76,0.71,1.16,15.50,1941.96,2.42,142.46,11.55,18.86,10.09
1942.01,8.93,0.70,1.12,15.70,1942.04,2.46,143.38,11.29,17.98,10.10
1942.02,8.65,0.70,1.08,15.80,1942.12,2.46,138.00,11.11,17.23,9.68
1942.03,8.18,0.69,1.04,16.00,1942.21,2.46,128.87,10.87,16.38,9.00
1942.04,7.84,0.68,1.02,16.10,1942.29,2.46,122.75,10.65,15.97,8.54
1942.05,7.93,0.67,1.00,16.30,1942.37,2.46,122.63,10.36,15.46,8.51
1942.06,8.33,0.66,0.98,16.30,1942.46,2.46,128.82,10.21,15.16,8.91
1942.07,8.64,0.65,0.97,16.40,1942.54,2.47,132.80,9.94,14.86,9.15
1942.08,8.59,0.63,0.95,16.50,1942.62,2.47,131.23,9.68,14.56,9.01
1942.09,8.68,0.62,0.94,16.50,1942.71,2.47,132.60,9.47,14.36,9.08
1942.1,9.32,0.61,0.97,16.70,1942.79,2.47,140.68,9.21,14.64,9.60
1942.11,9.47,0.60,1.00,16.80,1942.87,2.47,142.09,9.00,15.00,9.66
1942.12,9.52,0.59,1.03,16.90,1942.96,2.47,142.00,8.80,15.36,9.62
1943.01,10.09,0.59,1.04,16.90,1943.04,2.47,150.50,8.80,15.56,10.15
1943.02,10.69,0.59,1.06,16.90,1943.12,2.47,159.45,8.80,15.76,10.71
1943.03,11.07,0.59,1.07,17.20,1943.21,2.47,162.23,8.65,15.68,10.85
1943.04,11.44,0.59,1.08,17.40,1943.29,2.47,165.73,8.55,15.65,11.04
1943.05,11.89,0.59,1.09,17.50,1943.37,2.47,171.26,8.50,15.70,11.36
1943.06,12.10,0.59,1.10,17.50,1943.46,2.47,174.29,8.50,15.84,11.52
1943.07,12.35,0.59,1.09,17.40,1943.54,2.48,178.91,8.60,15.84,11.77
1943.08,11.74,0.60,1.09,17.30,1943.62,2.48,171.06,8.69,15.83,11.21
1943.09,11.99,0.60,1.08,17.40,1943.71,2.48,173.70,8.69,15.65,11.34
1943.1,11.88,0.60,1.03,17.40,1943.79,2.48,172.10,8.74,14.97,11.19
1943.11,11.33,0.61,0.99,17.40,1943.87,2.48,164.14,8.79,14.29,10.63
1943.12,11.48,0.61,0.94,17.40,1943.96,2.48,166.31,8.84,13.62,10.74
1944.01,11.85,0.61,0.94,17.40,1944.04,2.48,171.67,8.89,13.57,11.05
1944.02,11.77,0.62,0.93,17.40,1944.12,2.47,170.51,8.93,13.52,10.95
1944.03,12.10,0.62,0.93,17.40,1944.21,2.46,175.29,8.98,13.47,11.22
1944.04,11.89,0.62,0.93,17.50,1944.29,2.45,171.26,8.98,13.35,10.94
1944.05,12.10,0.63,0.92,17.50,1944.37,2.44,174.29,9.03,13.30,11.10
1944.06,12.67,0.63,0.92,17.60,1944.46,2.43,181.46,9.02,13.18,11.53
1944.07,13.00,0.63,0.91,17.70,1944.54,2.43,185.14,9.02,13.01,11.74
1944.08,12.81,0.64,0.91,17.70,1944.62,2.42,182.43,9.07,12.91,11.54
1944.09,12.60,0.64,0.90,17.70,1944.71,2.41,179.44,9.11,12.82,11.33
1944.1,12.91,0.64,0.91,17.70,1944.79,2.40,183.86,9.11,12.96,11.58
1944.11,12.82,0.64,0.92,17.70,1944.87,2.39,182.57,9.11,13.10,11.48
1944.12,13.10,0.64,0.93,17.80,1944.96,2.38,185.51,9.06,13.17,11.64
1945.01,13.49,0.64,0.94,17.80,1945.04,2.37,191.04,9.11,13.31,11.96
1945.02,13.94,0.65,0.95,17.80,1945.12,2.36,197.41,9.16,13.45,12.34
1945.03,13.93,0.65,0.96,17.80,1945.21,2.34,197.27,9.20,13.59,12.32
1945.04,14.28,0.65,0.97,17.80,1945.29,2.33,202.22,9.20,13.78,12.63
1945.05,14.82,0.65,0.99,17.90,1945.37,2.31,208.70,9.15,13.89,13.04
1945.06,15.09,0.65,1.00,18.10,1945.46,2.30,210.15,9.05,13.93,13.13
1945.07,14.78,0.65,1.00,18.10,1945.54,2.28,205.83,9.10,13.88,12.87
1945.08,14.83,0.66,0.99,18.10,1945.62,2.27,206.53,9.15,13.83,12.92
1945.09,15.84,0.66,0.99,18.10,1945.71,2.25,220.60,9.19,13.79,13.80
1945.1,16.50,0.66,0.98,18.10,1945.79,2.24,229.79,9.19,13.65,14.37
1945.11,17.04,0.66,0.97,18.10,1945.87,2.22,237.31,9.19,13.51,14.85
1945.12,17.33,0.66,0.96,18.20,1945.96,2.21,240.02,9.14,13.30,15.02
1946.01,18.02,0.67,0.94,18.20,1946.04,2.19,249.58,9.23,13.02,15.62
1946.02,18.07,0.67,0.92,18.10,1946.12,2.20,251.65,9.38,12.81,15.76
1946.03,17.53,0.68,0.90,18.30,1946.21,2.20,241.46,9.37,12.40,15.13
1946.04,18.66,0.68,0.88,18.40,1946.29,2.21,255.63,9.32,12.06,16.04
1946.05,18.70,0.68,0.86,18.50,1946.37,2.21,254.80,9.27,11.72,16.01
1946.06,18.58,0.68,0.84,18.70,1946.46,2.22,250.45,9.17,11.32,15.77
