DATE,GARCH_1m_FORECAST
1995-04-30,0.004810504074770796
1995-05-31,0.0048198405273645675
1995-06-30,0.004718315197717402
1995-07-31,0.004939157925107504
1995-08-31,0.004871132945130231
1995-09-30,0.004685454617626844
1995-10-31,0.004658967709864022
1995-11-30,0.004498115821923499
1995-12-31,0.004422422502295512
1996-01-31,0.005229125647628086
1996-02-29,0.005159477362525704
1996-03-31,0.005205940981368355
1996-04-30,0.005760538614291028
1996-05-31,0.005821062232858817
1996-06-30,0.005848074391420607
1996-07-31,0.006386058814174345
1996-08-31,0.00674273979569477
1996-09-30,0.005725586614100167
1996-10-31,0.005785063815841337
1996-11-30,0.0066169716361157045
1996-12-31,0.006698400531903112
1997-01-31,0.006664864057405856
1997-02-28,0.007119009644800954
1997-03-31,0.006724827203896019
1997-04-30,0.0071104970483890405
1997-05-31,0.007363167931876776
1997-06-30,0.007578178697157164
1997-07-31,0.007802587484908156
1997-08-31,0.008386651645942917
1997-09-30,0.007756742102759434
1997-10-31,0.02260914254762186
1997-11-30,0.008712864375407435
1997-12-31,0.009995858429559187
1998-01-31,0.009228351162374079
1998-02-28,0.008965736640813113
1998-03-31,0.008046152506684964
1998-04-30,0.010788151150007926
1998-05-31,0.008592293985684878
1998-06-30,0.00856372097027767
1998-07-31,0.010122488262893598
1998-08-31,0.014880996396244552
1998-09-30,0.011633241797013482
1998-10-31,0.012903063808336328
1998-11-30,0.008484756431476967
1998-12-31,0.010072777296138709
1999-01-31,0.011661642855184128
1999-02-28,0.01153830788195598
1999-03-31,0.013092680568773754
1999-04-30,0.011060358950179556
1999-05-31,0.01405206879060623
1999-06-30,0.011804566157253202
1999-07-31,0.012546325694323051
1999-08-31,0.01213385379370322
1999-09-30,0.01070047256112104
1999-10-31,0.012485085144948116
1999-11-30,0.010812484796893814
1999-12-31,0.010561269324425821
2000-01-31,0.011041288375141177
2000-02-29,0.010924356871736119
2000-03-31,0.011920866784986873
2000-04-30,0.021123855050065515
2000-05-31,0.018286379437369653
2000-06-30,0.01207712645895446
2000-07-31,0.013076804418612975
2000-08-31,0.011689552486716376
2000-09-30,0.013640554116337411
2000-10-31,0.015095955871189464
2000-11-30,0.014485603474396558
2000-12-31,0.01604159582237168
2001-01-31,0.012523271754263458
2001-02-28,0.013759673722328095
2001-03-31,0.01783585004040682
2001-04-30,0.01621305693429885
2001-05-31,0.013056558824461516
2001-06-30,0.010523013048319924
2001-07-31,0.011457862385562585
2001-08-31,0.01334142423198658
2001-09-30,0.015134742159572777
2001-10-31,0.013987613332782079
2001-11-30,0.013655692879481937
2001-12-31,0.01045726676221982
2002-01-31,0.012976709772056127
2002-02-28,0.011903679499053247
2002-03-31,0.01185873185069907
2002-04-30,0.010727594931197513
2002-05-31,0.011230194796118316
2002-06-30,0.012303906269882
2002-07-31,0.025283232471333565
2002-08-31,0.016921759018835365
2002-09-30,0.01813164535985111
2002-10-31,0.017288494877452862
2002-11-30,0.016457190207697873
2002-12-31,0.011329631811441417
2003-01-31,0.014725425236749922
2003-02-28,0.01399766189156787
2003-03-31,0.01523292120519735
2003-04-30,0.013366086061702866
2003-05-31,0.011438820890819582
2003-06-30,0.011029674153837965
2003-07-31,0.009497786277301247
2003-08-31,0.006429458667628536
2003-09-30,0.011387522975523418
2003-10-31,0.010807418535053482
2003-11-30,0.010242957837154697
2003-12-31,0.009794708516141252
2004-01-31,0.009192634039805827
2004-02-29,0.008817033237288507
2004-03-31,0.008143375646604136
2004-04-30,0.008125322945485416
2004-05-31,0.0077895365206054725
2004-06-30,0.007446683232593711
2004-07-31,0.0072977504426216255
2004-08-31,0.007456569937918588
2004-09-30,0.0069893570957172075
2004-10-31,0.0071217609992728905
2004-11-30,0.007024072315931039
2004-12-31,0.0069912475768615
2005-01-31,0.007056082123497874
2005-02-28,0.0070966331998461325
2005-03-31,0.006649728460496373
2005-04-30,0.007371569265827871
2005-05-31,0.006265177819267814
2005-06-30,0.006384633740355257
2005-07-31,0.006624428509630674
2005-08-31,0.0062594135004497556
2005-09-30,0.006220334536338688
2005-10-31,0.006560353565886406
2005-11-30,0.006110391242346735
2005-12-31,0.005690433814613857
2006-01-31,0.006475741385857321
2006-02-28,0.006514260567273692
2006-03-31,0.006399211923663139
2006-04-30,0.005970244147428553
2006-05-31,0.006195863724854437
2006-06-30,0.006799254168802263
2006-07-31,0.007100305865746697
2006-08-31,0.007081904237183343
2006-09-30,0.005749978672237587
2006-10-31,0.006585886504458986
2006-11-30,0.00659788945203971
2006-12-31,0.006555502809407814
2007-01-31,0.006516752550731761
2007-02-28,0.006741130670234584
2007-03-31,0.007055173955316266
2007-04-30,0.007055179046894179
2007-05-31,0.0068511689307544634
2007-06-30,0.006541709495698359
2007-07-31,0.009716143592313372
2007-08-31,0.01232911386045477
2007-09-30,0.009086807944443134
2007-10-31,0.008848746560531162
2007-11-30,0.009752705160716057
2007-12-31,0.009749026655236167
2008-01-31,0.01051787525763308
2008-02-29,0.010833212270384954
2008-03-31,0.015744011309104113
2008-04-30,0.010755040650140517
2008-05-31,0.010538114012713552
2008-06-30,0.012273027587124424
2008-07-31,0.012523209294506366
2008-08-31,0.012274444356089846
2008-09-30,0.03627235315090437
2008-10-31,0.049021951272699656
2008-11-30,0.02481069447085302
2008-12-31,0.018471025579648918
2009-01-31,0.02503924814414753
2009-02-28,0.02357913889683238
2009-03-31,0.031091080797235122
2009-04-30,0.020527819415307843
2009-05-31,0.018197073024687534
2009-06-30,0.017176841473560776
2009-07-31,0.01812947333392691
2009-08-31,0.010864518117112575
2009-09-30,0.01788844088280429
2009-10-31,0.015160983365185758
2009-11-30,0.012522016532725649
2009-12-31,0.008033945084645727
2010-01-31,0.012686469168203563
2010-02-28,0.010432639906251333
2010-03-31,0.0064928986209366185
2010-04-30,0.010562887298650427
2010-05-31,0.020534676693107597
2010-06-30,0.013813207792044242
2010-07-31,0.012371201023340949
2010-08-31,0.012729500787036205
2010-09-30,0.012119055311022397
2010-10-31,0.008329841131811197
2010-11-30,0.011646816889636605
2010-12-31,0.011583835366569506
2011-01-31,0.009238916403360631
2011-02-28,0.009244127939871208
2011-03-31,0.011479633435891198
2011-04-30,0.007554300249192025
2011-05-31,0.0074166217016911305
2011-06-30,0.00919261406102536
2011-07-31,0.008720609896472064
2011-08-31,0.019986562615595976
2011-09-30,0.01692327591880923
2011-10-31,0.014195737918714452
2011-11-30,0.01956247783206747
2011-12-31,0.013774542663147397
2012-01-31,0.0114406596668014
2012-02-29,0.008899910363070938
2012-03-31,0.01054943779978181
2012-04-30,0.009261464386243335
2012-05-31,0.010850860565374959
2012-06-30,0.012752972781438505
2012-07-31,0.010271517973207505
2012-08-31,0.006413412841113102
2012-09-30,0.007813598749219094
2012-10-31,0.007307589099981168
2012-11-30,0.008689103665738013
2012-12-31,0.007741408514883855
2013-01-31,0.008179773934389583
2013-02-28,0.008317916711935765
2013-03-31,0.007073132206890128
2013-04-30,0.00825552344808057
2013-05-31,0.007732514725521662
2013-06-30,0.007625950444764837
2013-07-31,0.007243061591149488
2013-08-31,0.007375541096179139
2013-09-30,0.007270153932278717
2013-10-31,0.006929003300510562
2013-11-30,0.007012942803127406
2013-12-31,0.006222190061807212
2014-01-31,0.007085871013614402
2014-02-28,0.006379737613141271
2014-03-31,0.00726208830696088
2014-04-30,0.00665621147429777
2014-05-31,0.007042489380584539
2014-06-30,0.00584465500054273
2014-07-31,0.0065799362537820585
2014-08-31,0.005762405821473359
2014-09-30,0.006488421368200974
2014-10-31,0.006943546409397279
2014-11-30,0.004907208201066083
2014-12-31,0.006531674699241202
2015-01-31,0.008655606694851046
2015-02-28,0.007102615086403391
2015-03-31,0.007123164971199111
2015-04-30,0.005758207073447177
2015-05-31,0.007316651487685495
2015-06-30,0.008142847605051998
2015-07-31,0.007511985439354768
2015-08-31,0.015037349499657437
2015-09-30,0.01125024800516042
2015-10-31,0.008730893266171956
2015-11-30,0.0071588543357966
2015-12-31,0.009042873768102162
2016-01-31,0.012265658384059935
2016-02-29,0.011505483450052612
2016-03-31,0.007732625658468075
2016-04-30,0.007810291081100086
2016-05-31,0.008186818946716719
2016-06-30,0.01339730726834305
2016-07-31,0.0072913132007901595
2016-08-31,0.006702364834611544
2016-09-30,0.008399576969715104
2016-10-31,0.006093171816108265
2016-11-30,0.007003734426860809
2016-12-31,0.007612095998386295
2017-01-31,0.0064543157310598545
2017-02-28,0.005858741639541868
2017-03-31,0.005479515035011849
2017-04-30,0.005716227519744357
2017-05-31,0.00530775886384462
2017-06-30,0.005506112297327502
2017-07-31,0.005210374276301975
2017-08-31,0.005468747500974919
2017-09-30,0.004904291683908501
2017-10-31,0.004697535348088656
2017-11-30,0.004464262401319152
2017-12-31,0.004318237053064154
2018-01-31,0.0045019591100239195
2018-02-28,0.009066159418147953
2018-03-31,0.007729147366135233
2018-04-30,0.0058262706041343
2018-05-31,0.006683927049297807
2018-06-30,0.006248672682052157
2018-07-31,0.005448922781220914
2018-08-31,0.005085456186783202
2018-09-30,0.007587061041990188
2018-10-31,0.012412965445725302
2018-11-30,0.00868527079882521
2018-12-31,0.01787586497251274
2019-01-31,0.009970648143190191
2019-02-28,0.009739169662390362
2019-03-31,0.009748509631917049
2019-04-30,0.009907381033732196
2019-05-31,0.009778488445615793
2019-06-30,0.010136483476958516
2019-07-31,0.01027951282699648
2019-08-31,0.011166608018105005
2019-09-30,0.013836848091072577
2019-10-31,0.01357765383408964
2019-11-30,0.013711037692006305
2019-12-31,0.010611679626558962
